Team Name,Goalspg,Shotspg,yellowcardpg,redcardpg,Posseion%,PassAcc,AerialsWonpg,Shotedpg,Tacklespg,Interceptionpg,Foulspg,Offsidepg,ShotsOTpg,Dribblespg,Fouledpg,Rank
Lens,1.447368421,11.7,2.210526316,0.184210526,51.1,81.8,17.4,10.8,15.8,13.4,14.2,1.3,3.8,9.6,12.2,7
Brest,1.315789474,11.8,1.578947368,0.105263158,49.4,81.3,18.6,12.8,16,12.3,12.9,1.6,4.2,10.1,11.4,17
Marseille,1.421052632,10,2.473684211,0.236842105,52.4,82,14.9,11.7,17.2,11.6,13.2,1.4,3.6,8.4,12.4,5
Montpellier,1.578947368,12.2,1.710526316,0.184210526,46.4,78.8,17.9,14.7,13.9,11.1,13.5,1.3,4.6,7.9,11.9,8
Nice,1.315789474,10.8,1.815789474,0.105263158,53.4,85.6,10.5,13.3,15.8,11.4,12.1,1.1,3.8,11.6,11.5,9
Nantes,1.236842105,10.8,1.789473684,0.105263158,45.2,77,18.1,12.1,18.3,12.2,13.5,1.4,3.4,9.9,13.1,18
Strasbourg,1.289473684,11.3,1.473684211,0.0789473684,46.5,78.3,18.3,10.1,16.7,13.7,13.1,1,3.8,7.9,10.8,15
Reims,1.105263158,9.6,1.973684211,0.210526316,46.3,80.7,13.4,13.5,17.3,12.8,11.6,1.6,3.3,9.7,10.9,14
Saint-Etienne,1.105263158,11.6,2,0.0526315789,49,79.3,16.4,10.8,18.8,12.4,13.9,1.3,4,11.4,12.9,11
Bordeaux,1.105263158,11.1,1.947368421,0.105263158,50.2,83.3,15.4,12.4,14.9,13.2,12.2,1.3,3.7,10.3,12.6,12
Lorient,1.315789474,11.2,1.763157895,0.0789473684,45.9,78.8,13.7,12.2,19,13.9,12.5,1.2,3.7,9.5,12.3,16
Angers,1.052631579,10.7,1.657894737,0.0526315789,47.1,81.3,13.2,10.4,16.5,11.7,12.1,1,3.8,10.2,12.7,13
Nimes,1.052631579,10.3,1.5,0.131578947,45.8,77.5,14,13.7,16.4,13.2,11.1,1.3,3.7,8.4,14,19
Dijon,0.657894737,9.2,1.973684211,0.131578947,46.9,80,14.3,14.1,15.8,12.4,13.6,1.4,2.4,10.1,11.1,20
Paris Saint-Germain,1.973684211,16.6,1.289473684,0.0263157895,61.8,89.9,8.8,9.9,17.9,9.4,12.3,2.1,7.2,15,10.8,1
Lyon,1.105263158,12.9,1.263157895,0.105263158,27.6,85,16.7,11.1,17.6,11.1,12.2,0.9,4.9,12.1,11.1,7
Marseille,1.078947368,13.4,1.763157895,0.0789473684,52.8,82.4,17.5,9.9,20.1,11.2,13.4,0.8,4.3,11.3,11.4,2
Rennes,1,12.2,1.342105263,0.0263157895,50,80.5,18.6,12.8,17.9,9.7,13.8,1.4,4.1,9.3,14.4,3
Monaco,1.157894737,13.6,1.552631579,0.263157895,19.3,82.6,15,13.1,18,10,12,1.6,5,10.9,12.3,9
Montpellier,0.921052632,12.6,1.394736842,0.131578947,47.9,77.9,22.6,13.3,16,11,15,1.5,4.2,7.8,13.8,8
Nice,1.078947368,12.1,1.342105263,0.184210526,54.2,87.1,10.5,14,16.8,12.1,10.5,0.8,4.8,13,12.9,6
Reims,0.684210526,12.1,1.210526316,0.131578947,49.5,79.8,16.3,10.1,17.5,11.8,13.7,1.6,3.3,10.8,13.8,5
Strasbourg,0.842105263,12.1,1.184210526,0.0263157895,26.1,80.5,19.6,10.2,17.5,11.1,13.6,1.2,4.1,9.5,11.5,11
Nantes,0.736842105,11.9,1.315789474,0.0526315789,48.3,79.3,17.4,10.8,19.5,10.9,13.4,1.6,4.1,11.5,12.1,13
Metz,0.710526316,11.1,1.210526316,0.105263158,46.8,78.7,17.1,13.9,18.8,11.1,12,1.1,3.6,12,12.3,15
Bordeaux,1.052631579,11.1,1.473684211,0,53,82.9,18.3,12.9,17.3,10.8,13.5,1.4,3.9,9.8,12.9,12
Lille,0.921052632,12.5,1.289473684,0.0789473684,51.7,81.1,18.1,9.9,15.1,9.9,13.8,2.1,4.6,11,12.3,4
Dijon,0.710526316,12,1.105263158,0.0526315789,47.5,79.3,20.2,14.2,18.5,11.9,12.5,1.1,3.7,11.2,11.9,16
Brest,0.894736842,11.6,1.184210526,0.0526315789,49.6,79.9,14.9,14.8,17.3,12.6,11.8,1.3,3.7,7.5,10.2,14
Angers,0.736842105,13,1.078947368,0.0526315789,46.2,80.1,16.9,9.6,15.7,9.6,12,1,4.1,10.4,11.3,10
Nimes,0.763157895,12.8,1.052631579,0.157894737,27.7,73.8,22,12.6,19.7,11.8,12.9,1.4,3.8,8.3,14.3,18
Saint-Etienne,0.763157895,11,1.5,0.0789473684,48.6,78.9,19.8,11.6,18.3,13.4,13.3,1.5,3.6,10.3,11.6,17
Toulouse,0.578947368,11.3,1.236842105,0.131578947,45.4,78.1,17.2,14.8,19.6,11.4,14.1,1.1,3.5,10.2,10.5,20
Amiens,0.815789474,8.4,1.447368421,0.105263158,16.7,77.4,18,14.6,15.2,10.8,14.4,1.3,3,8.8,11.4,19
Paris Saint-Germain,2.763157895,14.8,1.684210526,0.105263158,60.4,88.9,11,10.5,18.4,9,12.5,2.4,6.1,11.9,11.7,1
Lyon,1.842105263,17.7,1.394736842,0.0789473684,58.2,85.9,16.6,12.6,16.8,9.6,11.7,2.5,6.6,12.2,12.3,3
Lille,1.789473684,13.1,1.842105263,0.105263158,51.1,81.1,15.4,9.9,16.5,10.2,12.6,1,5.1,9.6,13.4,2
Montpellier,1.394736842,13.4,1.552631579,0.105263158,48.3,78.5,20.3,11.9,20,12.8,14.1,1.5,4.5,8,12.6,6
Saint-Etienne,1.552631579,13.1,1.552631579,0.184210526,51.5,81.1,16.6,12.4,17.7,11.6,11.9,1.6,4.7,8.3,12,4
Marseille,1.578947368,13.9,2.157894737,0.210526316,53.5,82.4,18.9,10.5,20.5,10.6,13.2,1.2,4.5,9.4,12,5
Nice,0.789473684,11.6,1.868421053,0.131578947,54.6,86,14.3,13.1,17.4,11.8,11.2,1.1,3.4,13.3,13.6,7
Nimes,1.5,13.7,1.789473684,0.131578947,46.7,74.4,19.2,12.8,19.3,11.7,12.8,1.1,4.7,9.6,13,9
Strasbourg,1.526315789,10.6,1.815789474,0.105263158,49.8,80.5,17.3,13.1,17.1,11.3,13.5,1.1,4.1,7.5,10.6,11
Rennes,1.447368421,12.4,1.736842105,0.0789473684,50.7,81.2,17.1,12.6,17.2,10.2,12.9,1.6,4.2,10.3,12.8,10
Reims,1.026315789,10.7,1.763157895,0.0526315789,45.1,75.9,17.9,11.8,20,12.8,14,2.1,3.6,8.4,12.3,8
Nantes,1.263157895,13.6,1.842105263,0.157894737,49.8,76.7,21.2,10.7,20.2,11.4,13,2,3.9,7.4,13.1,12
Angers,1.157894737,11.9,1.289473684,0.105263158,22.3,79.2,16.8,12.1,17.7,11.1,11.8,1.3,4.1,8.3,11.7,13
Bordeaux,0.894736842,11.2,1.973684211,0.131578947,22.3,80.3,18.1,13.1,18.9,10.3,14.3,1.6,3.6,9.1,13.1,14
Toulouse,0.921052632,11.4,1.921052632,0.131578947,48.7,77.8,19.7,15,17.6,10.1,14.7,1.8,3.5,9.6,12.3,16
Monaco,1,12.3,2.342105263,0.184210526,49.7,80.5,16.8,11.3,18.1,10.2,13.9,1.4,4.2,7.7,13.3,17
Caen,0.763157895,8.8,1.973684211,0.157894737,45.8,76.4,21.1,14.3,18.7,12.9,14.7,1.3,2.5,7.1,13.2,19
Dijon,0.815789474,12,1.868421053,0.184210526,48.3,78.2,19.2,14.3,17.7,12.7,15.1,1.6,3.8,9.2,11.7,18
Amiens,0.815789474,10.2,1.473684211,0.157894737,47.3,75.9,19.5,13.2,16.6,10.3,13.7,1.7,3.1,6.7,13.7,15
Guingamp,0.736842105,10.9,1.526315789,0.131578947,45.4,75.2,21.3,12.3,18,11,12.8,1.4,3,9.3,12.2,20
Paris Saint-Germain,2.842105263,16.4,1.605263158,0.157894737,62.6,89.6,9.5,10.8,16.9,8.8,11.2,2.4,6.7,16.8,13,1
Lyon,2.289473684,15.3,1.868421053,0.0526315789,54.8,85,15.5,11.4,16.9,11.9,12.5,2.1,6.1,14.8,13.9,3
Marseille,2.105263158,16.4,2.131578947,0.0789473684,27,84.2,16.1,10.8,19.5,11.6,13.1,2.1,6.1,14,12.6,4
Monaco,2.236842105,12.9,1.842105263,0.105263158,50.9,81.2,17.1,12.1,18.9,13.1,13.4,1.9,4.8,9.2,13.6,2
Montpellier,0.947368421,12.9,1.894736842,0.0263157895,48,79.4,17.4,10.1,17.9,13.2,11.8,2.2,4.2,10,13.9,10
Bordeaux,1.394736842,12.4,1.921052632,0.0526315789,50.4,80.9,15.9,11,18.4,12.2,14,2,4,12.1,12.4,6
Nice,1.394736842,12.8,2.105263158,0.105263158,56.3,87.5,10.8,12.8,15.5,11.4,11.7,1.7,4.8,13.3,14,8
Rennes,1.315789474,12.3,1.578947368,0.131578947,50,79.4,18.5,11.3,17.3,10.9,12.6,2.3,3.8,9.4,13.8,5
Saint-Etienne,1.236842105,11.1,1.868421053,0.210526316,50.8,80.8,17.3,13.9,17.8,10.6,13.4,2.4,4.1,9.8,12.9,7
Nantes,0.947368421,13.2,1.552631579,0.157894737,45.5,75.1,18.3,12.5,19.9,11.2,12.9,2.2,3.6,9.1,10.8,9
Guingamp,1.263157895,11.8,1.657894737,0.0526315789,49.8,79.6,17.1,12.9,16.8,12.5,13.1,2.6,4.4,10.4,13.6,12
Amiens,0.973684211,9.5,1.842105263,0.131578947,45.2,73.6,17.5,15.8,17.3,13.7,13.3,1.8,2.7,10.4,12.1,13
Dijon,1.447368421,11.6,1.815789474,0.131578947,49,78.1,16.4,13.8,18,14.3,12.9,1.9,4.2,11.6,12.4,11
Toulouse,1,11.4,2.473684211,0.0789473684,46.5,74.3,20.5,12.4,18.4,12.6,15.5,2,3.9,10.3,13,18
Lille,1.078947368,11.3,1.552631579,0.157894737,52.9,83,13.3,13.4,17.9,12.8,12.7,2.3,3.7,15.2,11.3,17
Strasbourg,1.157894737,11.9,1.868421053,0.105263158,49.2,77.7,18.9,12.2,19.7,13.5,13.8,2,3.4,10,11.5,15
Caen,0.710526316,12.1,1.789473684,0.105263158,46.2,75,22.4,11.5,19.2,12.6,13.8,2,3.3,8.1,11.4,16
Angers,1.105263158,12.2,1.789473684,0.0789473684,17.7,77.1,16.3,11,17.4,10.8,12.9,1.6,4.1,10,11.5,14
Troyes,0.842105263,9.5,1.947368421,0.184210526,44.2,75.5,18.1,14.3,17.2,11.5,13,1.7,3.3,8.2,10.2,19
Metz,0.894736842,11.3,2,0.184210526,46.2,76.8,16.8,14.3,18.6,13.4,14,1.5,4.2,9.4,11.4,20
Monaco,2.815789474,14.6,1.342105263,0.0789473684,51.5,81.1,15.7,9.7,18.5,13.6,12.3,2.2,6.4,10.6,11.7,1
Paris Saint-Germain,2.184210526,15.4,1.368421053,0.0789473684,61.6,89,13.6,9.1,17.2,13.1,10.7,3.3,5.9,12.6,10.7,2
Lyon,2.026315789,15.5,1.605263158,0.131578947,56.9,84.1,15.8,11.2,19.8,12.6,13.5,2.7,5.6,12.7,13.6,4
Marseille,1.5,12.1,1.789473684,0.0263157895,53.5,84.2,12.7,11.9,19.2,14.6,13.3,2.7,4.3,11.4,9.6,5
Nice,1.657894737,11.5,1.526315789,0.105263158,56.9,87.8,11.4,13.2,16.7,11.3,11.3,1.9,4.5,10.6,14.9,3
Bordeaux,1.394736842,11.8,1.710526316,0.131578947,48.8,78.9,14.9,12,20.1,13.3,11.6,2.5,4.1,9.8,13.1,6
Saint-Etienne,1.078947368,10.6,1.421052632,0.157894737,49.7,78.7,16.7,12.8,18.6,15.6,12.7,2.4,3.3,9.8,11.7,8
Montpellier,1.263157895,13.2,1.184210526,0.131578947,49.6,79.7,22.6,11.3,16.7,15.1,10.5,1.7,4.2,11.5,11.8,15
Rennes,0.947368421,11.5,1.5,0.105263158,51.3,78.9,18.4,10.6,19.6,14.6,12.2,2,3.9,9.8,11.4,9
Guingamp,1.210526316,11.7,1.5,0.105263158,48.2,78.3,18.8,12.8,17.1,14.4,13.1,2.6,4.4,8.5,13.1,10
Dijon,1.210526316,11.3,1.789473684,0.157894737,47.1,77.4,17.4,14.6,21.1,16,13,2,4.1,9,12.1,16
Lille,1.052631579,12.8,1.526315789,0.157894737,51,80.8,18.8,11.5,17.3,14.3,14.1,1.5,4.1,11,13.7,11
Toulouse,0.973684211,10.1,2.315789474,0.105263158,46.4,71.8,20.3,12.7,19.6,13.7,15,1.2,3.5,10.3,12.2,13
Caen,0.947368421,12.2,1.552631579,0.0526315789,46.6,75.5,23.1,12.4,19.8,17.4,11.5,1.4,3.7,9.2,11.7,17
Angers,1.052631579,13.9,1.526315789,0.131578947,46.9,77.6,22.8,10.7,18,14.2,11.5,1.4,4.7,8.4,9.9,12
Nantes,1.052631579,12.1,2.026315789,0.0789473684,48.4,76.1,16.5,11,22.1,13.2,14.2,2.8,3.7,8.4,10.2,7
Nancy,0.763157895,9.9,2,0.131578947,44.9,72.9,17.5,12.8,20.3,16.6,13.1,3.2,2.9,7.2,11.9,19
Metz,1.026315789,9.4,1.868421053,0.184210526,45.1,75.3,17.7,15.6,18.5,17.3,13.5,2.3,3.1,8.6,11.3,14
Lorient,1.157894737,11.3,1.789473684,0.131578947,50.4,81.2,12.1,12,15.7,14.3,11.7,1.8,3.9,11.4,10,18
SC Bastia,0.763157895,10.2,1.815789474,0.368421053,45.2,73.5,16.4,12.9,16.8,15.3,12.1,1.2,3.2,9.8,13,20
Paris Saint-Germain,2.710526316,14.9,1.210526316,0.0263157895,63.4,89.4,13.3,9.6,20.3,18.7,10.4,3.8,6.6,12.6,11,1
Lyon,1.815789474,14.7,1.763157895,0.0789473684,58.9,83.6,16.7,9.4,21.4,16,13.4,2.4,5.4,11.2,14.4,2
Lille,1.026315789,12.6,2.131578947,0.157894737,50.9,77.7,18.5,10.2,19.8,19.1,15.1,1.9,4.1,11.1,15.5,5
Nice,1.473684211,10.2,1.736842105,0.157894737,56.2,84.6,14.8,11.2,20.3,18.1,11.9,1.8,4.2,12.3,12.9,4
Monaco,1.526315789,11.2,2.184210526,0.105263158,48.7,78.6,18.2,12.5,18.7,18.4,14.3,2.3,4.4,10,13.2,3
Bordeaux,1.368421053,11.6,2.157894737,0.184210526,50.7,79.3,20.5,10.7,22.4,19.8,12.9,2.5,3.8,12.1,13.2,11
Marseille,1.263157895,12.5,1.921052632,0.236842105,54.9,82.5,14.7,11,19.7,19.1,13.5,2.4,4.8,14.3,13.8,13
Montpellier,1.236842105,10.4,1.684210526,0.0526315789,49.8,78.1,18.2,11,18.3,20.8,12.6,1.9,3.8,10.6,13.5,12
Rennes,1.342105263,11,1.763157895,0.0789473684,50.2,79.6,16.9,12.3,20.6,18.3,12.2,2.4,4,11.9,10.9,8
Caen,1,12.4,1.368421053,0.157894737,42.3,70.3,22.6,12.4,21.8,17.5,12.2,2.3,4.6,8.3,11.7,7
Guingamp,1.289473684,10.5,2.026315789,0.157894737,44.5,73.7,18.6,12.6,19.7,18.3,13.4,2.1,3.6,7.4,14.7,16
Toulouse,1.184210526,11.3,1.894736842,0.263157895,47.4,74.6,16.8,10.9,23.6,19.4,14.1,2.3,4.2,10.6,14.4,17
Nantes,0.842105263,11.3,2.105263158,0.131578947,49,77,19.4,10.5,21.4,16.2,15.9,2.3,3.5,8.7,10.9,14
Saint-Etienne,1.026315789,11.5,1.894736842,0.131578947,50.7,76.7,17.7,11.5,20.4,16.7,15.6,2.3,3.6,6,11.6,6
Lorient,1.236842105,10.9,1.684210526,0.184210526,49.6,79.9,13,13.4,16.4,22,12.1,1.9,4,12.2,12.4,15
Angers,1.052631579,10.4,1.842105263,0.157894737,43.8,75.4,17.5,11.1,19.3,15.9,13.7,1.1,3.4,7.1,12.1,9
SC Bastia,0.921052632,8.7,2.210526316,0.263157895,44.8,72.9,18.3,11.3,18.8,17.4,14,2,2.9,8.5,12.6,10
Reims,1.184210526,11.5,2.131578947,0.157894737,48,76.3,18.2,11.8,18.1,21.1,13.6,1.7,4.2,8.6,13,18
GFC Ajaccio,1,11.6,2.368421053,0.157894737,47.6,73.6,19.2,10.8,19.7,21.6,15.3,1.9,3.2,5.9,10.2,19
Troyes,0.763157895,11.8,1.868421053,0.236842105,48.5,78.3,12.4,16.5,20.7,19.6,11.5,1.5,4,9,10.6,20
Paris Saint-Germain,2.157894737,12.7,1.605263158,0.0789473684,61,88,14.6,10,20.6,16.5,11.5,3.2,5.8,11.7,14.1,1
Marseille,1.763157895,14.8,1.657894737,0.131578947,56.4,83.8,15.6,11.3,19.9,15.6,14,3.3,5.1,13.8,14.7,4
Lyon,1.842105263,13.6,1.684210526,0.0263157895,56.3,83.5,13.3,10.7,19.2,11.7,15.2,2.1,5.7,10.9,14.2,2
Monaco,1.368421053,11.9,1.526315789,0.131578947,51.6,79.8,16.8,9.8,20.1,19.9,13.3,2.1,4.3,11.2,13.5,3
Saint-Etienne,1.394736842,11.7,1.736842105,0.0526315789,50.5,77.7,19.4,10.1,19,13.3,14.7,2.3,4,8.2,12.4,5
Montpellier,1.210526316,10.4,1.342105263,0.0263157895,47.5,72.6,18.3,11.7,21.9,20.9,13.7,2.1,3.7,9.2,16.2,7
Caen,1.394736842,12.1,1.131578947,0.157894737,44.7,71.6,21.3,13.6,22.9,19,11.8,2.3,4.1,9.7,10.5,13
Lille,1.131578947,12.2,1.657894737,0.105263158,52.5,80.4,16.8,10,17.6,17.2,12.2,1.5,3.9,9.5,16.3,8
Lorient,1.131578947,12.8,1.421052632,0.0526315789,50.2,78.7,16,11.8,16.4,15.8,12,2.1,4.6,10.2,11.7,16
Bordeaux,1.263157895,12.8,1.631578947,0.131578947,53.1,80.8,17.4,10.3,19.2,13.6,13.2,2.1,4.2,7.1,14,6
Nantes,0.736842105,11.2,1.868421053,0.0789473684,48.1,75.6,20.3,10.3,20.8,18,15,2.2,3.6,9.9,10.2,14
Nice,1.210526316,11,2.236842105,0.157894737,50.3,76.2,17.1,11.5,22.6,23.6,14.4,2.2,3.7,8.3,14.2,11
Rennes,0.921052632,9.6,1.473684211,0.0263157895,49.8,79.5,16.5,11.7,18.5,17.2,12.8,2.3,3.4,6.7,10.8,9
Toulouse,1.157894737,11.3,1.605263158,0.131578947,49.5,72.9,17.8,11.8,19.6,20.6,15.3,2.2,3.4,8.8,13.7,17
SC Bastia,0.973684211,8.4,1.973684211,0.131578947,47.3,73.3,18.4,12.4,19.9,15.3,14.8,2.6,3.1,7.1,12.9,12
Guingamp,1.052631579,9.4,1.552631579,0.184210526,44.1,70.9,17.3,12.6,20.6,18.5,12.5,2.3,3.7,6.6,14.3,10
Reims,1.236842105,11.6,2,0.105263158,49.3,76.8,16.5,12.9,18.4,16,14.3,1.9,3.6,6.6,12.9,15
Metz,0.894736842,11.8,1.894736842,0.0789473684,44.7,70.5,21.3,12.2,22.3,16.4,15.8,2.3,4,6.9,10.5,19
Lens,0.868421053,10.6,1.815789474,0.131578947,47.3,72.6,20.4,12.6,21.4,14.8,14.5,1.7,3.3,7.9,10.9,20
Thonon Evian Grand Geneve,1.052631579,8.8,1.815789474,0.105263158,46,71.2,17.4,11.6,20.1,19.2,14,2,2.8,7.1,11.7,18
Paris Saint-Germain,2.184210526,15.7,1.605263158,0.0263157895,61.8,88.8,13.3,9.7,18.5,14.6,11.9,3.4,6.1,8.2,13,1
Monaco,1.657894737,14,1.684210526,0,55,82.6,14.6,9.8,19.7,15.9,14.1,2.1,5,8.4,13.9,2
Lille,1.184210526,13.1,1.447368421,0.157894737,52.8,79.6,18.5,9,18.6,15.6,14.1,2.9,4.7,7.6,14.3,3
Saint-Etienne,1.473684211,12.9,1.789473684,0.0526315789,50.3,78.5,20.8,10.2,19.1,12.4,14.4,2.1,4.7,7,12.1,4
Marseille,1.394736842,13.7,1.578947368,0,51.7,81.7,16.2,10.2,19,12.8,13.9,2.2,5.1,10.1,13.6,6
Bordeaux,1.289473684,12,1.342105263,0.157894737,51.6,78.9,19.6,10.4,20.8,14.8,13.2,2.4,4.4,6.5,13,7
Lyon,1.473684211,13,1.447368421,0.184210526,53.5,81.6,16.2,10,18.5,11.6,14.6,1.9,4.7,8.8,12.1,5
Toulouse,1.210526316,11.6,2.026315789,0.131578947,53.8,80.2,15.8,12.2,21.9,17.9,13.6,2.5,4.3,8.5,14.6,9
Reims,1.263157895,11.6,1.526315789,0.0789473684,49.9,75.7,17.9,14.8,19.1,17.7,13.9,1.6,3.7,7.1,10.6,11
Nantes,1.052631579,10.8,1.421052632,0.105263158,46.2,75.4,16.4,11.3,21.7,16.1,14.1,2.2,3.5,6.5,10.2,13
Montpellier,1.184210526,11.6,1.578947368,0.368421053,47.3,75.3,18.1,11.9,19.8,16.1,12.7,2.5,3.9,7.2,14.7,15
Rennes,1.263157895,10.4,1.289473684,0.105263158,48.3,79.2,13.2,14.9,19,14.7,11.6,1.7,3.8,6.7,12.3,12
Lorient,1.263157895,11.7,1.263157895,0.157894737,47.4,77.7,14.5,11.7,18.5,15.8,11.7,2.2,4.1,7.1,11.5,8
Thonon Evian Grand Geneve,1.026315789,10.7,1.763157895,0.131578947,46.9,73.6,16.6,12.1,19.6,17.6,14,2.1,3.7,5.1,11.2,14
Guingamp,0.894736842,11.6,1.710526316,0.131578947,46.3,72.9,17.7,12.7,18.6,17.5,14.6,2.9,3.7,5.6,14.5,16
Nice,0.789473684,9.7,1.526315789,0.131578947,52.8,80,15.6,12.7,19.4,15.6,13.3,1.9,3,7.2,14.2,17
Sochaux,0.973684211,11.3,1.868421053,0.131578947,46.2,71.3,21.8,13.3,18,16,15,2.4,3.8,6.3,12.9,18
Valenciennes,1.026315789,11.2,1.605263158,0.0526315789,46.8,76.5,13.9,11.7,19.2,14.6,14.3,1.9,3.7,7.3,12.8,19
SC Bastia,1.105263158,10.5,1.684210526,0.157894737,46.4,76.5,14.7,11.9,17.2,14.2,13.5,2.2,3.6,5,12.6,10
AC Ajaccio,0.921052632,8.8,1.763157895,0.105263158,44.9,74.2,16.2,15.3,18.7,14,15.7,2.4,2.8,5.8,14,20
Paris Saint-Germain,1.815789474,13.5,1.868421053,0.263157895,54.6,85.4,13.3,12.6,19.4,18.2,12.3,3.7,5.2,6.5,11.7,1
Saint-Etienne,1.5,12.5,1.473684211,0.105263158,52.6,80.1,15.3,10.1,19.4,19.5,13.3,2.8,4.9,5.1,11.4,5
Marseille,1.105263158,13.7,1.315789474,0.184210526,51.6,80.9,13.8,9.3,19.1,14.8,13.4,2.8,4.7,7.8,13.7,2
Lyon,1.605263158,12.4,1.684210526,0.157894737,55,81.1,12.5,10.4,19,17.6,15.1,2.9,4.4,6.7,14.2,3
Lorient,1.473684211,12.7,1.368421053,0.184210526,49.5,78.6,12.9,11.3,17.9,21.6,11.3,3.3,4.9,7,12.9,8
Montpellier,1.421052632,12.8,1.736842105,0.157894737,52.6,79.6,13.3,10.8,17.7,22,15.8,2.7,4.4,7.3,15.7,9
Toulouse,1.289473684,11.8,1.657894737,0.184210526,52.9,79.8,15.5,11.2,20.9,17.3,17,2.6,4.1,7.4,15.1,10
Bordeaux,1.052631579,13,1.736842105,0.0789473684,50.5,77.7,17.3,10.2,18.9,16.8,12.9,2.3,4.7,4.8,13.8,7
Sochaux,1.078947368,10.1,1.578947368,0.0789473684,46.9,76,14.7,13.6,17.9,21.6,13.4,2.1,3.5,6,13.4,15
Nancy,1,12.5,1.684210526,0.131578947,48.1,76.7,15.3,13.1,20.6,18.6,14.8,2.9,4.6,8.5,12.4,18
Lille,1.526315789,14.1,1.552631579,0.0789473684,55.8,83,16.5,9.1,16,19.6,14,3.2,4.9,5.7,14.3,6
Rennes,1.263157895,12.1,1.184210526,0.263157895,49.4,77.6,17.2,10.8,18.6,17.2,12.8,2.7,4.5,5.9,14.1,13
Nice,1.5,10.7,1.736842105,0.131578947,51.9,78.5,12.9,10.8,19,11.7,14.8,2.6,3.9,5.2,13.2,4
Valenciennes,1.210526316,11.6,1.526315789,0.0789473684,49.1,74.4,16,13.7,17.8,17.5,14.7,2.7,3.9,4.9,13.4,11
Troyes,1.131578947,10.1,1.394736842,0.131578947,46.6,75.8,12.3,14.6,21.5,15.3,13.2,3.3,3.8,5.3,12.2,19
Reims,0.868421053,10.1,1.684210526,0.157894737,48.3,74.7,14.6,15.1,19,16.5,13.9,3.4,3.1,4.4,11.7,14
AC Ajaccio,1.026315789,10.7,1.921052632,0.184210526,47.4,76.1,13.1,12.9,17.9,15.2,15,3.6,3.8,5.9,12.9,17
Thonon Evian Grand Geneve,1.157894737,11.5,2,0.0789473684,45.8,74.2,13.4,11.8,17.9,13.2,14.3,1.6,3.8,4.3,12.3,16
Brest,0.842105263,10.9,1.789473684,0.105263158,46.5,76.8,11.8,13.2,19.5,18.6,15.6,2.2,3.3,5.8,11,20
SC Bastia,1.315789474,10.9,2.157894737,0.184210526,44.6,73,13,13,16.9,19.1,13.6,2,3.6,6.6,14.1,12
Montpellier,1.789473684,15.7,1.789473684,0.184210526,51.5,80.8,9.7,11.5,18.4,20.9,16.1,2.7,5.8,8.1,16.1,1
Paris Saint-Germain,1.973684211,14,2.078947368,0.105263158,53.8,80.8,12.6,13,20.4,19.5,15.4,2.6,5.2,7.8,14.6,2
Lille,1.894736842,14.7,1.736842105,0.105263158,57.2,83.1,10.8,10.1,18,16.2,14.4,2.7,5.7,6.6,17.8,3
Toulouse,0.947368421,12.3,1.868421053,0.184210526,53.2,76.8,11,11.5,21.2,24.4,17.9,1.7,4,7.4,14.7,8
Marseille,1.184210526,15.5,1.921052632,0.131578947,54.6,79.4,11.4,9.3,18.5,20.5,15.4,1.7,5.1,7.7,17.5,10
Rennes,1.394736842,14.5,1.763157895,0.0789473684,53.6,79.7,11.9,10.5,19.9,18,15,2.2,4.7,7.9,15.1,6
Bordeaux,1.394736842,12.3,1.631578947,0.105263158,50.9,77.3,12.2,11,20.3,18.8,15.3,2.1,4.2,4.9,16.4,5
Saint-Etienne,1.210526316,12.8,1.868421053,0.131578947,17.5,78,11.5,11.4,21.2,18.7,14.5,1.9,4.4,4.8,12.8,7
Lyon,1.710526316,13.8,1.605263158,0.157894737,25.4,79.7,9.9,11.9,17.1,16.5,15.7,2.7,5,5.2,14.4,4
Brest,0.815789474,11.1,1.894736842,0.131578947,21.2,74.6,10.8,14.1,20.3,15.8,17.2,1.9,3.3,5.5,13.8,15
Nancy,1,11.7,1.578947368,0.0526315789,44.6,73.4,11.7,13.1,20,20.1,16.2,2.1,3.8,8.6,14.6,11
Lorient,0.947368421,11.6,1.736842105,0.105263158,23.6,80.2,8.1,10.9,18.1,16.9,12.3,3,3.8,6.7,15.6,17
Nice,1.026315789,12.8,1.763157895,0.184210526,48,75.7,10.6,12.5,17,18.5,16.1,2.5,3.9,5.6,13.2,13
Auxerre,1.210526316,11.8,2.236842105,0.131578947,45.1,73.1,13.1,12,17.8,20.7,16.3,2.5,4.3,6.5,12.4,20
Thonon Evian Grand Geneve,1.421052632,10.3,2.157894737,0.157894737,49,74.4,9.4,14.6,19.2,19.7,16.1,2.2,3.9,3.8,13.5,9
Sochaux,1,10.1,1.263157895,0.184210526,47.8,76.7,11.8,13.8,16.4,15.3,14,1.9,3.7,6.3,15.1,14
Caen,1.026315789,11.1,1.815789474,0.157894737,46.7,71.7,9.3,14.6,24,19.1,17.9,2.3,3.3,5.7,13.9,18
Valenciennes,1.052631579,13,1.763157895,0.105263158,49.5,74.3,10.5,11.8,20.9,15,16.9,2.3,4.2,5.1,13.6,12
Dijon,1,10.6,2.105263158,0.184210526,43.5,65.2,14.4,14.8,20.6,16.8,15.3,2.4,3.3,6.3,15.4,19
