Team Name,Goalspg,Shotspg,yellowcardpg,redcardpg,Posseion%,PassAcc,AerialsWonpg,Shotedpg,Tacklespg,Interceptionpg,Foulspg,Offsidepg,ShotsOTpg,Dribblespg,Fouledpg,Rank
Rayo Vallecano,1.210526316,12.9,2.789473684,0.157894737,55.4,78.7,17.9,12.2,20.9,17.3,14.6,2.9,4.5,7.9,13.8,11
Malaga,1.105263158,12.1,2.815789474,0.210526316,48.9,74.2,15.5,10.2,21.2,16.6,15,3.3,4.3,7.8,13.4,9
Deportivo La Coruna,0.921052632,10.5,2.710526316,0.105263158,48.4,75,17,11.6,22.2,19.7,14.6,2.9,3.4,7.5,13.1,16
Getafe,0.868421053,11.1,2.526315789,0.105263158,47.3,74.3,16.9,13.1,19.7,19.9,14.3,1.9,3.8,9.6,12.5,15
Almeria,0.921052632,10.4,2.815789474,0.289473684,46,70.6,16.2,14.2,18.2,17.4,14.7,1.6,3.1,7.9,13.6,19
Eibar,0.894736842,9.3,2.710526316,0.131578947,44.6,68.2,20.3,14.4,18.8,17.2,14.9,1.9,3.2,5.7,10.8,18
Cordoba,0.578947368,10.2,2.5,0.236842105,47.4,75.6,18.9,14.1,20.1,18.2,12.8,1.6,3.1,8.9,13.1,20
Granada,0.763157895,10.6,2.947368421,0.131578947,46.9,74.3,17.4,11.5,19.4,17.6,15.1,2.3,3.3,8.9,12.8,17
Levante,0.921052632,10.6,2.815789474,0.0789473684,44.1,71.1,19.1,12.7,17,18.1,14.7,1.8,2.7,7.5,12.6,14
Elche,0.921052632,10.7,2.710526316,0.157894737,47.9,75.1,15.6,12.6,19.1,14.8,15.5,2.6,3.3,6.5,12.8,13
Real Madrid,2.710526316,19.5,1.947368421,0.0789473684,56.8,85.5,15.6,10.9,19.8,14.3,11.8,3.8,7.9,11.7,12.6,3
Barcelona,2.526315789,16.6,1.815789474,0.0263157895,63.7,88.1,12.8,8.9,20.3,13.8,11.1,2.8,6.9,13.9,14.3,2
Atletico Madrid,2.026315789,13.2,2.447368421,0.0789473684,49.1,77,17.7,8.9,24.1,15,13.7,3.4,5.2,8.2,13.7,1
Athletic Bilbao,1.710526316,13.3,2,0.105263158,53,77,20.8,11,23.1,15,12.6,2.1,4.9,9,14.3,4
Sevilla,1.763157895,12.6,2.736842105,0.210526316,48.8,76.2,17.5,12.6,19.6,17.9,14.5,3,4.1,8.4,11.5,5
Real Sociedad,1.605263158,13,1.973684211,0.0263157895,49.5,78.4,18.1,13.9,17.3,13.5,11.9,2.1,4.9,7.2,13.3,7
Celta Vigo,1.236842105,12.9,2.105263158,0.105263158,52.8,79.2,14.6,13,22.1,14.7,13.4,1.8,4.5,9,11.9,9
Valencia,1.342105263,13.6,2.394736842,0.105263158,53.4,80.7,16.1,12.8,20.6,14.9,12.7,2.3,4.5,9,13.8,8
Malaga,1,12.3,3,0.210526316,49.2,77,17.2,10.9,21.1,16.1,14.7,2.3,4.1,7.3,12,11
Levante,0.921052632,9.4,2.868421053,0.236842105,41,68.3,19.8,16.7,18.5,18.3,17,1.9,3.2,5,14,10
Villarreal,1.394736842,9.9,1.5,0.0789473684,48.3,77.1,12,9.2,18.3,14.8,11.6,2.9,3.7,6.9,11.6,6
Espanyol,1,9.9,2.236842105,0.157894737,45,70.3,22.7,11.1,20.2,17,14.8,1.5,3.2,6.2,11.5,14
Granada,0.842105263,11.2,2.447368421,0.236842105,49.5,78.3,16.3,13.9,19.4,14.5,14,2.4,3.4,12.7,12.4,15
Real Valladolid,1,9.7,2.605263158,0.0526315789,47.6,74.8,19.4,14.2,20.7,16.2,13.6,2.7,3.2,6,10.9,19
Osasuna,0.842105263,11.2,2.236842105,0.210526316,47.6,74.5,22.5,14,20.2,17.7,13.1,2,3.5,5.8,11.8,18
Almeria,1.131578947,10.4,2.5,0.131578947,45.3,73,16.8,16.1,18.5,21.3,14.8,2.4,3.9,7.7,11.6,17
Rayo Vallecano,1.210526316,13.9,2.552631579,0.210526316,56.8,79.8,16.3,12.4,20.1,16.7,14.1,2.2,4.6,8.3,13.4,12
Getafe,0.921052632,11.2,2.973684211,0.210526316,45.5,70.5,21.3,14.2,19.4,16.4,14.9,2,3.5,7.6,13.1,13
Real Betis,0.947368421,13.1,2.736842105,0.236842105,48.9,74.6,17.5,11.7,19.2,18.2,14.3,2.2,4.2,7.4,12.6,20
Elche,0.763157895,10.3,2.868421053,0.210526316,47.7,73.8,14.6,11,19.6,12.6,13.8,1.8,3.3,6.4,12.9,16
Barcelona,2.973684211,13.9,1.473684211,0.0789473684,64.9,89.3,9.5,9.1,19.4,14.9,10.6,3.3,6.3,12.5,13,1
Real Madrid,2.657894737,18.7,2.289473684,0.157894737,54.1,81.2,15.4,11.7,19.2,14.1,12.4,4.2,7.9,8.6,14.1,2
Atletico Madrid,1.736842105,13.4,2.526315789,0.131578947,48.2,76.9,18.1,10.1,22.9,16.2,15.6,2.9,4.9,8.3,13.3,3
Valencia,1.710526316,14.9,3.184210526,0.210526316,52.5,80,14.8,11.9,22.6,16.1,15.2,2.4,5.1,7.1,13.2,5
Real Sociedad,1.789473684,14.7,2.473684211,0.0526315789,51.1,77.8,16.9,13.4,21.2,15.5,11.8,2.8,5.5,6.8,14.9,4
Malaga,1.394736842,11.6,2.368421053,0.157894737,51.4,79.7,15.4,12.9,22.6,17.8,13.1,2.3,4.4,6.7,14.4,6
Athletic Bilbao,1.184210526,12.6,2.973684211,0.236842105,54.5,78.8,15.8,15.7,24.4,17.5,14.1,2.9,4.1,8.1,13.7,12
Real Betis,1.5,11.9,2.973684211,0.184210526,48.1,74.3,15.2,13.8,20,18,14.6,2.2,4.1,6.1,13.5,7
Sevilla,1.526315789,14.5,2.5,0.368421053,52.5,79.3,16.3,12.4,22.1,14.3,14.4,2.4,5.2,8.1,13.2,9
Osasuna,0.868421053,13.3,2.894736842,0.263157895,49,68.2,25.3,11.8,22.7,18.1,14.8,3,4.3,5.2,13,16
Real Valladolid,1.368421053,10.2,2.026315789,0.0789473684,49.9,77.3,16.7,15.8,21.4,15.8,13.3,2.1,4,4.3,10.3,14
Espanyol,1.184210526,10.8,3.763157895,0.315789474,46,70.8,17.7,13.6,24.7,17.1,17.2,2.1,3.7,5.3,15.4,13
Getafe,1.157894737,12.4,2.921052632,0.236842105,47.1,73.1,17,13.4,21.3,17.5,14.4,2.7,4.3,5.6,13.2,10
Rayo Vallecano,1.315789474,14.9,3.578947368,0.105263158,55.6,77.8,14.2,13.4,21.9,15.6,15.6,2.4,4.8,8.5,14.4,8
Granada,0.947368421,12.3,2.605263158,0.131578947,45.6,71.9,16.4,14.1,21.4,16,15.1,2.8,3.9,8,12.1,15
Celta Vigo,0.973684211,12.1,2.552631579,0.105263158,49,76.2,14.5,13.1,21.4,19,13.4,2.2,3.8,5.9,12.4,17
Levante,1.026315789,10.5,2.842105263,0.184210526,40.3,67.4,14.4,15.6,22.7,18.1,15.5,2.3,3.5,6.4,12.1,11
Deportivo La Coruna,1.210526316,13.8,2.526315789,0.210526316,49.1,78.4,13.4,14.1,20.8,15.2,11.4,3,4.7,6.7,14,19
Mallorca,1.131578947,12.8,2.578947368,0.184210526,44.1,71.8,19.8,14.3,20.1,15.9,15.7,2.2,4.4,5.4,11.9,18
Real Zaragoza,0.973684211,12.1,3.157894737,0.263157895,46.9,72.7,16.7,11.5,20.5,16,16.2,2.4,3.8,5.9,14.7,20
Barcelona,3,16.5,1.947368421,0.131578947,65.4,88.4,5.7,7.3,19.9,19.2,10.7,3.5,7.6,13.2,15.9,2
Real Madrid,3.184210526,19.3,2.368421053,0.131578947,56.9,84.8,8.4,10.2,21.8,16.3,13.8,3.5,7.9,9.3,14.6,1
Malaga,1.421052632,14,1.894736842,0.184210526,51.4,79.1,11.7,10.6,23.9,30.9,11.3,2.2,5.4,8.1,16.8,4
Real Sociedad,1.210526316,12.6,2.052631579,0.210526316,46.8,74.6,13.9,14.2,24.5,36.3,12.1,2.6,3.9,5.5,14.3,12
Sevilla,1.263157895,15.4,2.868421053,0.210526316,51.4,77.1,15.3,12.5,20.7,25,13.1,2.1,5.4,6.9,14,9
Athletic Bilbao,1.289473684,12.2,2.763157895,0.210526316,55.2,79.2,12.2,15,24.7,31.6,14.5,3.4,4.2,5.1,14.9,10
Real Betis,1.236842105,13.6,2.657894737,0.184210526,50.8,77.6,11.4,13.1,21.9,34.4,14.4,2.2,4.3,7.8,13.2,13
Atletico Madrid,1.394736842,15.3,3.368421053,0.105263158,50.6,77.2,10.6,11.5,24.4,27.6,18,3.1,5.6,7,13.5,5
Valencia,1.552631579,13.4,3.368421053,0.184210526,54.6,78.9,11.4,11.9,20.1,26.7,16.9,2.9,4.7,6.2,12.5,3
Levante,1.447368421,10.3,3.105263158,0.105263158,42.8,69.7,12,14.3,23.7,33.6,12.7,2.6,3.8,5.9,12.5,6
Villarreal,1.026315789,12,2.552631579,0.131578947,50.4,78.2,11.3,12.9,24.2,33.2,14.2,2.8,4.6,7.2,14.6,18
Mallorca,1.078947368,11.5,3.105263158,0.157894737,45.4,70.4,17.3,13.6,23.1,33.6,17.8,2.4,3.8,4.5,10.4,8
Rayo Vallecano,1.394736842,12.9,3.342105263,0.105263158,50.7,71.4,14.5,12.3,24.1,35.9,16.2,3.4,5,5.6,13.7,15
Osasuna,1.157894737,12.3,2.578947368,0.210526316,46.8,66.7,18.6,14.1,24,34.4,15.3,2.3,4.4,4.1,12.6,7
Espanyol,1.210526316,13.1,3.394736842,0.184210526,52.9,77.7,9.7,12.5,23.1,28.2,15.4,2.2,4.5,5.8,14.3,14
Real Zaragoza,0.947368421,11.4,3.131578947,0.236842105,46.6,70.7,12.7,13.9,24.1,36.8,17.6,3.2,3.8,4.6,13.2,16
Getafe,1.052631579,9.8,3.315789474,0.210526316,46.6,71.7,15,13.6,22,32.7,15.2,2.7,3.1,4.5,13.2,11
Sporting Gijon,1.105263158,12.2,3.105263158,0.131578947,44.9,70.3,13,14.8,27.2,33.3,16.9,2.4,3.9,6.3,14.4,19
Granada,0.973684211,13,2.842105263,0.263157895,47.5,74.9,11.7,15.2,21,28.3,11.6,2.4,4.3,6.6,13.5,17
Racing Santander,0.736842105,9.4,3.026315789,0.210526316,42.3,69.1,13,16.6,21.2,29.8,16,2.4,3.1,3.8,14.6,20
Barcelona,2.5,15.8,1.868421053,0.0526315789,67.4,89.6,6.2,7.4,18.5,18.2,10.6,3.9,7.3,14.7,13.4,1
Real Madrid,2.684210526,19.1,2.473684211,0.184210526,55,82.9,10.1,10.2,22.4,21.8,14.2,3.8,8,11.7,13.7,2
Valencia,1.684210526,13.1,2.947368421,0.210526316,54.6,80,11.8,13.4,19.2,23.3,16,2.8,5.1,7.9,12.1,3
Villarreal,1.421052632,13.9,2.315789474,0.131578947,52.7,82.2,7.8,12,22.8,24.6,12.4,2.2,5.4,9.2,16.4,4
Atletico Madrid,1.631578947,15.1,2.789473684,0.131578947,49.9,76.6,10.7,13.6,21.7,22.2,14.8,2.5,5.7,7.6,14.9,7
Real Zaragoza,1.052631579,14,3.157894737,0.236842105,46.2,71.2,13.9,12,24.6,27.9,17.9,2.9,4.7,6.7,14.9,13
Sevilla,1.631578947,13.8,2.631578947,0.184210526,52.7,80.1,13.7,12.6,19.3,20.4,14.5,2.2,5.5,7.7,14.9,5
Osasuna,1.210526316,12.7,2.789473684,0.184210526,47.9,70.2,17,13.6,18.3,25.6,17.2,2.8,4.2,5.8,12.7,9
Sporting Gijon,0.921052632,11.6,2.868421053,0.157894737,45,72.5,12,11.8,22.9,25.2,16,2.9,4.1,6.8,13.1,10
Athletic Bilbao,1.552631579,13.4,2.710526316,0.184210526,48.1,74.2,15.6,12.6,20.6,24.1,16.5,3.3,5.1,6.4,12.9,6
Mallorca,1.078947368,13,2.315789474,0.105263158,47,74.1,15.6,12.5,19.7,24.2,14.2,3.1,5,6.5,11.6,17
Racing Santander,1.078947368,12.3,2.315789474,0.184210526,47.9,75.6,12.8,13.1,20,29.5,15.9,3.2,4.6,5.1,12.6,12
Malaga,1.421052632,11.8,2.684210526,0.184210526,48.9,78.3,11.9,15.2,20.8,25.9,14.3,2.2,4.2,6.5,15.4,11
Real Sociedad,1.289473684,11.3,2.105263158,0,46.8,70.8,16.3,16,21.3,24.6,14.3,2.8,3.7,4.4,15,14
Getafe,1.289473684,13.8,2.868421053,0.184210526,50.7,77,11.6,13.8,20.1,26.5,13.5,2.9,4.6,6.4,13.5,16
Deportivo La Coruna,0.815789474,11,2.236842105,0.131578947,45.2,75.2,14,13.2,20.2,26.5,13.1,2.2,3.6,4.9,12.3,18
Espanyol,1.210526316,12.3,2.868421053,0.131578947,51.9,77.3,10.2,13.3,19.8,21,14.4,3.2,4.6,5.8,15.2,8
Hercules,0.947368421,10.5,2.447368421,0.210526316,50.1,75.6,14.4,14.6,19.6,26.8,13.8,3.6,4.1,5.7,14.1,19
Levante,1.131578947,10.4,3.315789474,0.0789473684,44,70.4,13.8,14.3,19,25.4,14.7,2.5,3.3,5.1,13.9,15
Almeria,0.947368421,12.2,2.657894737,0.105263158,48,73.5,13.8,15.7,22.7,22.4,14.9,3.2,4,5.9,13.3,20
Barcelona,2.578947368,15.6,1.947368421,0.131578947,63.7,87,8.3,8.5,20.3,20.6,13.5,3.6,6.7,11.7,16.4,1
Real Madrid,2.684210526,21.5,2.289473684,0.131578947,57,83.3,9.9,10.3,20.7,21.6,15.4,3.7,8.6,11.4,16.2,2
Valencia,1.552631579,14.3,2.815789474,0.210526316,54.4,78.3,9.2,12.2,20.9,17.6,16.6,3.4,5.5,8.4,13.2,3
Mallorca,1.552631579,12.8,2.5,0.105263158,46.5,71.5,12.7,11.9,19.7,23.2,17.7,2.5,4.9,8.5,14.9,5
Sevilla,1.736842105,13.2,2.605263158,0.263157895,52.1,75,12.3,12.3,17.1,17.8,15.8,2.2,4.9,8.2,17.2,4
Athletic Bilbao,1.315789474,12.8,2.421052632,0.263157895,45.7,69.9,14.8,14.9,20.2,23.5,15,2.6,4.7,7.8,15.4,8
Villarreal,1.526315789,12.7,2.342105263,0.289473684,50.4,75.2,9.2,11,21.5,21.4,14,2.5,5.7,7,17.8,7
Almeria,1.131578947,11.7,2.526315789,0.184210526,48.6,74.3,8.1,16.7,20.2,23.5,16.5,3.2,3.8,8.1,15.7,13
Getafe,1.526315789,14.7,2.868421053,0.105263158,53.6,78.5,8.3,13.1,18.8,18.7,13.9,2.1,5.5,7.1,14.3,6
Malaga,1.078947368,11.7,3.421052632,0.263157895,46.2,69.1,9.7,13.3,19.1,20.7,17.6,2.7,3.8,5.5,14.4,17
Atletico Madrid,1.5,14.6,2.289473684,0.184210526,50.5,73.4,10.2,13.5,20,18.3,16.1,2.1,5.4,8.9,14.9,9
Real Zaragoza,1.210526316,12.8,3.289473684,0.157894737,49.3,73,10.4,12.2,22.7,18.3,17.9,2.9,4.2,6.2,16.2,14
Racing Santander,1.105263158,10.8,2.631578947,0.184210526,47.5,71.4,11.3,13.8,19.8,20.8,19,3.8,3.7,4.6,13.3,16
Tenerife,1.052631579,14.2,2.342105263,0.105263158,50.8,72.1,12.2,12.4,21.1,25.4,16.1,2.6,4.4,6.5,14.4,19
Real Valladolid,0.973684211,13.3,2.578947368,0.289473684,48.5,70.5,12.1,12.4,20.6,20.4,16.7,3,4,6.7,14.8,18
Sporting Gijon,0.947368421,10.9,2.552631579,0.157894737,45.1,71.4,9.5,14.1,22.3,18.1,15.7,3.4,4,6.8,12,15
Espanyol,0.763157895,12.2,2.842105263,0.236842105,50.5,74.3,10.2,12.8,19.2,19.5,16.3,3.5,3.5,6.6,15.1,11
Osasuna,0.973684211,11.1,2.131578947,0.236842105,46.6,66.9,12.1,13.8,16,17.4,16.3,2.7,3.8,4.8,14.8,12
Deportivo La Coruna,0.921052632,10.4,1.684210526,0.157894737,46.6,75,9.1,15.8,19.6,12.6,12.9,3.2,3.3,4.6,14.4,10
Xerez,1.052631579,9.5,2.552631579,0.368421053,46.5,70.8,10,15.8,19.6,15.2,15.2,3,3.3,6.3,13.8,20
Juventus,2.026315789,15.7,2,0.157894737,26.5,88.3,11.4,11.4,14.9,12.1,13.3,2.4,5.7,11.9,12.4,4
Atalanta,2.368421053,16.3,1.736842105,0.0789473684,29.6,83.5,16.8,8.6,15.9,13.6,15.3,1.5,6.1,10.4,12.4,3
AC Milan,1.947368421,14.7,2.105263158,0.105263158,51.4,84,15.2,12.2,16.5,10.1,13.5,2.4,5.4,10.9,12.5,2
Inter,2.342105263,14.5,1.552631579,0.0526315789,52,87,11.8,10.2,13.3,9.8,12.4,1.7,5.4,6.8,11.2,1
Napoli,2.263157895,17,1.868421053,0.0789473684,54.1,87,11.1,10.3,15.1,9.7,10.2,1.9,5.9,10.2,14.4,5
Roma,1.789473684,14.3,2.210526316,0.0789473684,51.5,84.5,12.1,10.4,12.9,12.9,14.6,1.6,5.3,10.8,11.2,7
Sassuolo,1.684210526,13.9,1.947368421,0.105263158,31.3,87.8,10.9,13.9,13.9,11.2,13,1.5,4.7,11.3,12.5,8
Sampdoria,1.368421053,11.3,2.131578947,0.0789473684,20.6,78.5,16.8,13.6,15.2,11.9,13.4,1.6,3.7,7.7,12.8,9
Lazio,1.605263158,13.8,2.631578947,0.131578947,52.2,83.8,14.6,10.6,15.7,11.7,13.1,2.3,4.9,7.8,11.2,6
Torino,1.315789474,12.2,1.894736842,0.105263158,23.5,80.5,16.1,13.3,13.9,11.7,15.2,1.6,4,10.2,15.8,17
Verona,1.131578947,10.6,2.394736842,0.0263157895,49.6,76.3,20.6,14.1,12.5,12.9,16.4,2.8,3.3,8,13.7,10
Cagliari,1.131578947,11.4,1.921052632,0.0789473684,45.8,79.8,17.2,14.6,15.5,10.2,13.6,1.5,3.4,8.8,12.3,16
Bologna,1.342105263,13.1,2.052631579,0.105263158,50.7,81.5,15.1,14.2,14.3,11.2,14.1,1.9,4.7,9.1,12.5,12
Udinese,1.105263158,10.9,1.657894737,0.0526315789,47.2,82.5,13.1,12.2,13.2,11.6,13.4,2.2,3.4,9.9,13.7,13
Genoa,1.236842105,9,2.236842105,0.0526315789,18,79.7,13.7,14.3,14.6,13.7,13.7,2.1,3.3,7.7,12.3,11
Fiorentina,1.236842105,9.8,2.263157895,0.131578947,46.8,81,14.2,12,13.1,10.2,13.8,1.6,3.3,8.6,13.8,14
Spezia,1.368421053,10.2,2.421052632,0.131578947,30.5,81.1,14.4,11.2,14.9,10.4,15.5,2.2,3.6,8.5,13.9,15
Parma Calcio 1913,1.026315789,10.4,2.394736842,0.0263157895,24.9,82.5,16.9,13.9,15.4,12.2,13.8,2.1,3.4,9.5,12.7,20
Crotone,1.184210526,9.5,2.236842105,0.105263158,15.6,80.4,12.7,15.6,14.2,10,14,1.5,3.2,10.1,12.9,19
Benevento,1.052631579,11,2.368421053,0.131578947,35.5,77.7,13.4,13.2,13.4,10.1,13.1,1.6,3.5,7.2,15.6,18
Atalanta,2.578947368,18.7,2.052631579,0.0526315789,55.4,83.9,16.8,11,16.5,11,14.1,1.3,7.1,9.1,13.6,3
Juventus,2,17.9,2.184210526,0.0789473684,56.4,88,11.8,12.4,14.2,9.7,13.4,1.9,6.4,11.4,12.8,1
Inter,2.131578947,16.3,2.578947368,0.184210526,52.8,85.1,14.2,12,13.8,9.7,14.8,2.5,6.1,8.2,11.8,2
Lazio,2.078947368,15.3,2.552631579,0.0789473684,50.1,84.2,12.4,13.5,14.4,9.9,12.2,1.9,5.9,9.5,10.5,4
Roma,2.026315789,16.9,2.710526316,0.184210526,52,84.7,14.4,11.3,13,10.5,14.2,1.2,5.7,11,11.4,5
AC Milan,1.657894737,16.3,2.447368421,0.157894737,53.6,84.5,14.6,11.7,15.3,11,14.3,1.7,5.2,10.6,12.1,6
Sassuolo,1.815789474,14.6,2.552631579,0.0789473684,56.1,86.8,9.4,13.6,14.6,9.2,13.1,1.7,5.2,12.3,14.7,8
Napoli,1.605263158,18.1,1.947368421,0.0526315789,57.2,88.2,10.8,10.7,12.8,8.7,11.1,1.4,6.1,9.5,13.8,7
Torino,1.210526316,11.7,2.289473684,0.184210526,48.5,79.7,19.3,16.3,15.1,13,15.9,1.7,4,11.8,14.2,16
Fiorentina,1.342105263,14.4,2.605263158,0.157894737,48.2,81.6,12.8,11.6,15.1,9.1,14.4,1.3,4.8,11.3,13.2,10
Parma Calcio 1913,1.473684211,12.2,2.131578947,0.0263157895,45.3,79.4,15.1,17.8,16.2,10.3,13.7,1.6,4.1,8.6,12.3,11
Verona,1.236842105,11.7,2.184210526,0.184210526,49.9,78.1,19.6,15.6,12.8,10.4,14.6,2.4,4.1,8.6,12.9,9
Udinese,0.973684211,12.3,1.921052632,0.0789473684,45.9,81.2,13.3,15.5,15.7,9.9,13.3,1.7,3.8,9.2,10.9,13
Cagliari,1.368421053,11.7,2.710526316,0.157894737,46.6,80.5,14.4,16.2,14.7,8.9,14.1,1.5,3.7,8.5,11.8,14
Bologna,1.368421053,14.6,2.710526316,0.184210526,51.8,81.7,17.8,14.2,15.1,10.8,15.7,2.2,4.4,9.2,14.9,12
Sampdoria,1.263157895,14.8,2.657894737,0.184210526,44.4,77.5,16.3,13.4,15.3,10.4,14.8,1.7,4.6,8.1,12.1,15
Lecce,1.368421053,13.9,2.447368421,0.131578947,46,81.8,13.1,18.4,13.8,10.1,12.3,1.8,4.8,7.8,12.9,18
Genoa,1.236842105,11.4,2.552631579,0.263157895,49.3,81.2,16.5,15.5,14.5,10.1,15,1.5,4.1,8.8,13.5,17
Brescia,0.921052632,11,2.342105263,0.157894737,42.9,75.5,13.7,18.3,13.3,9.5,13.3,1.8,3.8,7.2,15.3,19
SPAL 2013,0.710526316,12.3,2.5,0.105263158,47.6,81.1,15.1,17.3,14.6,10.4,14.2,1.4,3.3,9.4,13.8,20
Juventus,1.842105263,16,1.947368421,0.105263158,54.9,86.2,14.7,11.7,15,10.4,12.4,2,5.3,9.9,12.3,1
Napoli,1.947368421,18.6,1.842105263,0.131578947,56.8,87.3,10.7,11.4,15.2,9.4,10.8,2.2,6.2,8.8,10.9,2
Atalanta,2.026315789,16.9,1.605263158,0.0789473684,55.7,84,16.8,10.9,16.8,12,11.7,1.9,5.8,9.6,13.2,3
Roma,1.736842105,16.4,2.263157895,0.0526315789,51,82.4,19.8,14.3,14.1,11,12.1,1.3,5.7,9.6,10.4,6
Torino,1.368421053,13.7,2.289473684,0.105263158,51,78.2,22.5,12.5,16.8,11.8,16.2,2,4.8,9,15,7
Inter,1.5,16.7,1.868421053,0.0789473684,56.9,86.3,14.2,11.1,16.2,8.2,12.3,1.7,5.2,7.5,12.8,4
AC Milan,1.447368421,15.4,2.052631579,0.131578947,53.4,85.6,13.4,12.3,16.9,9.8,11.7,1.7,5.2,9.1,12.6,5
Lazio,1.473684211,16.1,2.315789474,0.105263158,50.5,82.3,16.8,12.4,17.3,11.4,13.2,2.6,5.1,9.1,10.3,8
Sampdoria,1.578947368,12.8,2.289473684,0.0789473684,53.7,83.2,13.1,13.6,17.1,9.6,13,1.8,4.7,7.6,13.4,9
Fiorentina,1.236842105,15.4,2.315789474,0.131578947,50.4,79.2,17.3,12.3,15.6,10.9,14.8,1.3,4.7,8.1,13.3,16
Udinese,1.026315789,12.2,2.315789474,0.105263158,44.8,77.9,19,16.3,17.2,10.1,13.3,1.7,3.4,8.9,12.3,12
Bologna,1.263157895,13.2,2.289473684,0.157894737,46.2,77.9,20.3,14.2,18.1,9.7,13.6,2.2,4.3,7.2,13.7,10
Sassuolo,1.394736842,13.5,2.210526316,0.210526316,53.1,84,12.7,12.9,13.9,9.9,13.9,1.9,4.1,9.4,13.9,11
Genoa,1.026315789,14,2.421052632,0.184210526,44.7,75.1,20.5,13.6,17.6,11.2,14.7,1.7,4,7.6,12.7,17
SPAL 2013,1.157894737,12.2,2.921052632,0.0789473684,50.4,82.5,15.7,14.3,15.3,10.2,13.1,1,3.6,7.2,14.5,13
Cagliari,0.947368421,11.5,2.368421053,0.236842105,49.4,79,23.1,15.6,15.9,9,15.1,1.5,3.3,4.7,11.9,15
Empoli,1.342105263,12,1.894736842,0.0789473684,48.2,81.5,11.7,16.6,14.6,8.7,12.1,2,4.1,8.8,11.6,18
Parma Calcio 1913,1.078947368,9.3,2.105263158,0.0789473684,41,74.5,15.4,19.8,15.2,10.5,13,2.4,2.9,7.3,11.4,14
Frosinone,0.763157895,12,2.605263158,0.0526315789,43.1,76.5,17.2,16.7,15,10.1,14.7,1.9,3.3,5.6,14.1,19
Chievo,0.657894737,10.3,2.736842105,0.184210526,44.7,78.1,19.2,15.7,16.4,12.4,15.5,2.1,3.1,5.3,12.5,20
Juventus,2.263157895,14.6,1.684210526,0.0263157895,56,87.2,12.3,8.3,13.6,11.1,11.4,2.1,5.5,13.7,13,1
Roma,1.605263158,16.9,1.210526316,0.105263158,56.1,83.3,17.9,11.1,14.4,12.6,10.4,1.9,5.4,10.8,11.6,3
Lazio,2.342105263,14.6,1.921052632,0.184210526,51,82.7,12.9,11.6,17.8,13,11.4,2.6,5.6,12.2,9.2,5
Napoli,2.026315789,17.3,1.473684211,0.0789473684,60.3,87.7,10.4,8.6,15.8,9,9.2,2.1,6.8,9.2,9.7,2
Inter,1.736842105,15.1,1.815789474,0.0263157895,55.1,85.7,14.7,11.6,16.6,10.6,11.9,2.5,5.4,9.3,10.4,4
Atalanta,1.5,15.2,1.631578947,0.105263158,53.8,81.3,15.3,10.7,19.1,12.5,12.9,2.1,5.2,11.6,12.2,7
Fiorentina,1.421052632,16.3,2.210526316,0.131578947,51.9,81,15.2,10.6,19.5,12.9,14.5,2.2,5,9.2,11.3,8
Torino,1.421052632,11.9,1.842105263,0.131578947,51.2,80,16.7,13.2,16,11.1,14.9,1.9,4.1,11,13.4,10
AC Milan,1.473684211,16.1,1.763157895,0.184210526,54.6,85.3,12.1,10.8,14,9.3,13,2.3,5.9,7.8,12.6,6
Sampdoria,1.473684211,12.7,1.710526316,0.0789473684,52.5,82.4,12.6,14.4,16.4,8.8,11.2,1.4,4.6,9.4,12.8,9
Udinese,1.263157895,11.6,1.894736842,0.105263158,45.9,77.8,14.8,13.8,16.3,12.1,14,1.6,3.6,8.2,10.3,14
Bologna,1.052631579,9.4,2.473684211,0.157894737,47.7,79.1,16.1,14.1,17.4,12.2,12.7,1.7,3.3,8.6,12.3,16
Genoa,0.868421053,11,2.026315789,0.131578947,46.9,77.9,15.5,13.3,14.5,10.4,14.6,2.3,3.3,8.7,12.5,12
SPAL 2013,1.026315789,9.8,2.552631579,0.105263158,46.2,79.4,14,15.3,15.4,13.9,12.6,2.4,3,8.2,16.8,17
Chievo,0.947368421,10.3,1.921052632,0.105263158,45.6,77.4,17.9,15.5,14.3,11.7,12.6,2.7,3.5,5.4,12.1,13
Crotone,1.052631579,10,1.710526316,0.0526315789,42.4,70.7,17.1,14.8,18.3,15.2,13.2,2.3,3.5,6.6,12.3,18
Sassuolo,0.763157895,13.1,2.131578947,0.184210526,44.8,75.6,16.2,12.4,14.9,13.3,12.8,2.1,3.8,8.7,14.6,11
Cagliari,0.868421053,10,2.315789474,0.157894737,45.8,75.3,20.3,14.2,16.8,11.4,16.1,2.2,3.1,6.2,12.1,15
Verona,0.789473684,9.5,2.394736842,0.157894737,44.1,75.4,15.1,18.7,17.5,14.3,13.4,2.1,2.5,9.7,10.6,19
Benevento,0.868421053,12.4,1.842105263,0.184210526,48.1,81.6,11.2,14.9,15.2,11.8,12.8,2.2,3.9,10.4,12.2,20
Roma,2.368421053,17.8,1.657894737,0.0263157895,55.4,83.2,16.2,12.5,17.3,15.5,12.2,2.3,6.2,10.3,12.7,2
Napoli,2.473684211,17.7,1.526315789,0.0526315789,59,87.2,10.9,10.2,16.4,11.3,9.9,2.2,6.9,10.7,11.2,3
